,title,length,views,url,type of discourse,label
187,Temachina tóxica pensé que eras diferente pero eres igual que todas MODO Guerra mi compa,54,93619,https://www.youtube.com/watch?v=Lg24GFC9ocA,speech,hate
188,Privilegios del hombre #feminismo #Hombre #Mujer #igualdaddegenero,42,5450,https://www.youtube.com/watch?v=LvUrS03hhlM,speech,hate
189,Que significa ser no binario🏳️‍🌈💜 #NoBinario #ComunidadLGBTQ #IdentidadDeGénero #generonobinario,58,91,https://www.youtube.com/watch?v=9bmJAV_Ndfc,speech,non-hate
190,Mi marido es un machista! #machista #meme #8m #feministas #funny,57,2737,https://www.youtube.com/watch?v=SKluVX2wLUU,debate,hate
191,OTRA PROGRE DE SANCHEZ SIN CEREBRO #shorts #sanchez #PROGRE #pedrosanchez #vox #abascal #voxespaña,21,57232,https://www.youtube.com/watch?v=MdQ5gqeNQYA,speech,hate
192,ROMA: EL PAJ0TE #soyunmono #humor #actualidad #viral #feministas,26,7510,https://www.youtube.com/watch?v=2Kx1lnQI71c,speech,hate
193,¿El PATRIARCADO es un invento FEMINISTA? 😳 | Juan Miguel Zunzunegui #69,58,50607,https://www.youtube.com/watch?v=aLDZBR8XDaY,response,hate
194,"NO PUEDES PENSAR POR TI MISMA, MUJER.",50,3463,https://www.youtube.com/watch?v=YdlejPshkSk,speech,hate
195,HOMBRE MACHISTA ES PUESTO EN SU LUGAR 🥺🥺🥺☝️,31,14114,https://www.youtube.com/watch?v=F9N-HTZfXjA,parody,hate
196,HOMBRES MALTRATADOS NO EXISTEN #soyunmono #soyunmonor #actualidad #genero #politica,49,7517,https://www.youtube.com/watch?v=fopVnl23z7w,speech,hate
197,La maternidad duele. @KrystianVazquez,59,48471,https://www.youtube.com/watch?v=DAuhVxUXzvI,speech,non-hate
198,Se puede fluir tu sexo?⚧️🚻🤔#feminismo #machismo #lgbt #hombre #mujer #genero #igualdad #cisgender,11,9382,https://www.youtube.com/watch?v=Fq4ZvHBFuq4,response,hate
199,"""Aborrecible y machista"": la AFE también condena el beso sin consentimiento de Rubiales #rubiales",19,9721,https://www.youtube.com/watch?v=i7uoOuuRnA0,informative,non-hate
200,Italia elimina el género no binario,48,15,https://www.youtube.com/watch?v=4_3jAjOcvBw,interview,non-hate
201,"Una mujer empoderada, empodera a las demás💪🏻#podcast #foryou #fyp #mujeres #empoderamiento #shorts",21,1842,https://www.youtube.com/watch?v=WWKDhQCad6w,debate,non-hate
202,💊¿Piensas igual sobre los anticonceptivos? #LQNTC,37,489,https://www.youtube.com/watch?v=BAOr3sQrUe8,interview,non-hate
203,PAGO MÁS POR TENER 🍆🍆#podcast #feminismo #machismo #autonomo #igualdad #injusticia #desigualdad,27,10463,https://www.youtube.com/watch?v=coTFErbfEAY,debate,hate
204,Podés encontrar este y otros términos junto con Alhana en nuestro #podcast #expresión #genero,59,4,https://www.youtube.com/watch?v=8W1TDbtMgW0,debate,non-hate
205,Las niñas y adolescentes de hoy pueden ser feministas🤩 #feminismo #parati #youtube #ideas,54,9732,https://www.youtube.com/watch?v=sB7ec2DMIpU,debate,hate
206,Joan Jett rompiendo estereotipos.,56,28098,https://www.youtube.com/watch?v=7CdP6jX5wp0,informative,non-hate
207,Laura Chimaras superó los estereotipos de género y alcanzó sus metas #indomables,42,555,https://www.youtube.com/watch?v=mLzphoUfCAM,interview,non-hate
208,"Chocolatadas y perreo  Ministerio de Igualdad, Gobierno de España",37,5546,https://www.youtube.com/watch?v=dEIWmMObjDM,speech,hate
209,¿Qué son los MICROMACHISMOS? 👾 2 Posibles explicaciones,14,3522,https://www.youtube.com/watch?v=Bnh8j9MGxv0,speech,hate
210,7 de marzo de 2022,10,99,https://www.youtube.com/watch?v=EbUGDDrhD1c,speech,non-hate
211,El patriarcado y la generación Z. Machismo y jóvenes @pamela_palenciano @_yahoraque_podcast  #shorts,37,4021,https://www.youtube.com/watch?v=wKdgyn8lndA,debate,non-hate
212,Los cupos de género son desigualdad,29,162347,https://www.youtube.com/watch?v=BKhFgdQi_G0,interview,hate
213,#podcast #relaciones #emociones #bienestar #amor #depresion #terapia #feminismo #8M #patriarcado,60,185,https://www.youtube.com/watch?v=lguPA1kNldE,debate,non-hate
214,Escúchalo completo en Más Allá del Rosa en YouTube,60,23351,https://www.youtube.com/watch?v=KAOO0VENiRI,debate,non-hate
215,AMOR PROPIO✨ #autoestima #autoestimaalta #empoderamiento #autoestimabaja #motivation,39,157,https://www.youtube.com/watch?v=ur64ivBsa_s,debate,non-hate
216,ROMPER ESTEREOTIPOS #mujeres #mecanicas #coches #taller,48,5567,https://www.youtube.com/watch?v=fle7Arp9gYw,debate,non-hate
217,Rompiendo estereotipos de género: El poder de tomar la iniciativa,31,817,https://www.youtube.com/watch?v=bp0FWvYUPY0,speech,non-hate
218,Ingenieras Vs Machismo. #anecdotas #café #inclusion #ingenieria #feminismo #machismo #ford #mexico,59,74,https://www.youtube.com/watch?v=N9sgozoVkhE,debate,non-hate
219,"“Es un discurso machista, bochornoso, prepotente, indigno y vergonzante”",57,74918,https://www.youtube.com/watch?v=7xi7bg3yMbQ,debate,non-hate
220,¿Cuál es el objetivo del feminismo? #entrevistas #política #8m #feminismo #patriarcado #machismo,35,4542,https://www.youtube.com/watch?v=nmiF0ObwdZo,interview,non-hate
221,¿Sabías esto de la masculinidad frágil? #Shorts,59,17721,https://www.youtube.com/watch?v=s1_h-JOFXhE,speech,non-hate
222,Mañueco y los que niegan la violencia machista - #shorts,59,37,https://www.youtube.com/watch?v=0j8UdkPIjrw,speech,non-hate
223,"Ayuso: ""La Ley Trans tiene que ser derogada""",47,24064,https://www.youtube.com/watch?v=6iGm70tgqvw,speech,non-hate
224,Sacerdote no binario,12,3723,https://www.youtube.com/watch?v=AIaZ7IewZDQ,speech,hate
225,"Chelo García-Cortés explica cómo descubrió su bisexulidad: “Jose ya lo sabía, pero no lo hablábamos”",38,9160,https://www.youtube.com/watch?v=WhzaaMsN-kg,interview,non-hate
226,trans no binarie,58,235,https://www.youtube.com/watch?v=ZZQNib_xtFA,interview,non-hate
227,"Amara La Negra y la Dra Nancy saben como evitar que te hagan ""bingo"" #DesigualesTV",32,267790,https://www.youtube.com/watch?v=Ez9aytWZMMQ,debate,hate
228,¡El Cambio de Era Desmitificando los Estereotipos de Género!,36,410,https://www.youtube.com/watch?v=Wrw8X-sO7ew,speech,hate
229,Recomendación Cristina.,59,423,https://www.youtube.com/watch?v=YNleC75jXBM,response,hate
230,#8m #8meme #8marzo #8marzo2024 #8M2024,60,13906,https://www.youtube.com/watch?v=Vp6eLxquzmI,speech,hate
231,"""No me daba la gana"": Merche denuncia el machismo que sufrió en sus primeros años en la música",60,108653,https://www.youtube.com/watch?v=oxs0lx7UzCc,interview,non-hate
232,Es no binarie y así habla,15,113221,https://www.youtube.com/watch?v=HAm9tB-RPQE,informative,non-hate
233,#carlagaleote #podemos #feministas,58,193115,https://www.youtube.com/watch?v=YqKq_v3YXwg,speech,hate
234,#feminismo #desarrollopersonal,32,10210,https://www.youtube.com/watch?v=3wMsEnLmbs4,interview,hate
235,Las MUJERES tienen MÁS DERECHOS que los hombres frente a la ley 🧐 #8m #feminismo,29,4113,https://www.youtube.com/watch?v=L57b3kbCkrk,response,hate
236,Sexualización Masculina #shorts #feminismo,54,78,https://www.youtube.com/watch?v=DRGv9GTmBi0,response,hate
237,Micromachismo  Descubriendo lo Invisible en Nuestras Vidas,55,435,https://www.youtube.com/watch?v=euz5-4VQwA4,debate,non-hate
238,“El FEMINISMO NO busca la IGUALDAD”#feminismo #8m #igualdad #patriarcado,57,499,https://www.youtube.com/watch?v=vn9J__MqxdE,debate,hate
239,#patriarcado #feminismo #machismo #ropa #shorts,33,424,https://www.youtube.com/watch?v=t8-30kVL7dA,speech,non-hate
240,Identidad de género | William Thomas,56,1882,https://www.youtube.com/watch?v=LYpCUuN2pJg,speech,hate
241,Estereotipos de género #short #shorts,31,647,https://www.youtube.com/watch?v=P7E5xfw1hzM,speech,non-hate
242,A ver cuándo hacéis las mismas preguntitas sobre maternidad a los padres también #humor #podcast,60,681041,https://www.youtube.com/watch?v=BWJhtgG0yw0,interview,non-hate
243,Papá machista 🙄 #quienestamal #familia,60,124577,https://www.youtube.com/watch?v=qwGo4clNLDU,speech,non-hate
244,¿Qué derechos tiene un hombre en España que no tenga una mujer?,47,14425,https://www.youtube.com/watch?v=sXfrx74KMzQ,interview,non-hate
245,La menopausia es la mejor etapa de la vida ❤️‍🩹 #podcast #feminismo,45,20078,https://www.youtube.com/watch?v=J-nnVzY_SY8,speech,non-hate
246,Señales de #micromachismo en nuestro día a día ⚠️👩🏽✋🏽👨🏻 #ElGustoDeEllas 💁🏻‍♀️ | EGDL12 📻,60,153,https://www.youtube.com/watch?v=IV4uVDOUuJ4,speech,hate
247,IMAGINA CON PATXI #soyunmono #soyunmonor #humor #memes #actualidad #genero #comedia #politica,60,16741,https://www.youtube.com/watch?v=ra4Icz1Aba4,response,hate
248,¿La manipulación de un agresor #MaruLozanoLlamas #forkadosmty #machistas #micromachismos #agresor,56,2556,https://www.youtube.com/watch?v=tj9K3P1Wr34,debate,non-hate
249,LA REINA DE LAS GORDAS SE RINDE Y DICE QUE EL BODYPOSITIVE ES UNA MENTIRA,765,240838,https://www.youtube.com/watch?v=MUXPxEUGYI0,speech,hate
250,violencia obstetrica #lgbtq #izquierda #progre,53,978,https://www.youtube.com/watch?v=iHaC4eAAqsM,report,hate
251,Red flags #amorpropio #feminista #feminismo,39,12233,https://www.youtube.com/watch?v=dLhqKC2x_II,speech,non-hate
252,“¿La violencia de género puede ser entre mujeres?”,60,1497,https://www.youtube.com/watch?v=cc_Dm2AGddc,debate,non-hate
253,Petit Comité T2P8 - Sobre el pr0x3n3t1sm0 y la #ley #podcast #feminismo #entrevista,50,1378,https://www.youtube.com/watch?v=up239XFhmJo,interview,non-hate
254,¡Desafía los estereotipos de género! Mujeres liderando el cambio empresarial Junto a P la influenc,37,421,https://www.youtube.com/watch?v=XF9ZDUZCQWU,interview,non-hate
255,Micromachismos #monologo #comedia #humor #machismo #realidad #edad #hijos,46,124,https://www.youtube.com/watch?v=QEv27nHedgw,speech,hate
256,Qué significa NO BINARIO | #leytrans #binario #nobinario #humor,32,74142,https://www.youtube.com/watch?v=ly1Og_-LWOI,debate,hate
257,"Silvia, Amarna y Piedad analizan con nosotras la violencia psicológica #Machismo #SaludMental",60,488,https://www.youtube.com/watch?v=fxITl8l8834,debate,non-hate
258,Ideas que hacen una masculinidad tóxica,26,227,https://www.youtube.com/watch?v=u7M4BW5x05g,speech,non-hate
259,Debate completo en nuestro canal,49,122613,https://www.youtube.com/watch?v=-SHBGbnTBN4,debate,hate
260,Modelos Gordas  La Belleza sin Tallas   Moda Inclusiva #gordofobia #plussizefashion #gorditas,17,6026,https://www.youtube.com/watch?v=YLRuEvxADm0,interview,non-hate
261,Le acusan de ser machista y responde esto. #feminismo #machismo #política #80s #tv #entrevista,24,264184,https://www.youtube.com/watch?v=34B7HAGKD_o,interview,hate
262,🌈 IRENE MONTERO ESCUCHA LO QUE ES FEMINISMO #shorts #irenemontero #igualdad #vox #abascal,31,6348,https://www.youtube.com/watch?v=l2Zg-1Y15jo,speech,hate
263,¿Qué es ser género no binario? Entre Gays,38,14341,https://www.youtube.com/watch?v=ixBRmF-7zyo,interview,non-hate
264,El varón es asesino por ser varón machista | Jorge Libertad 🗽,57,462109,https://www.youtube.com/watch?v=MN3AjPKJCGA,response,hate
265,Barbie CRITICA a MATTEL en su propia Película,59,73510,https://www.youtube.com/watch?v=BzR_IiCV-b0,speech,non-hate
266,Abuela feminista #feminismo #8m  #feminista,39,33647,https://www.youtube.com/watch?v=zVc1AJhpE84,speech,non-hate
267,Rol de Género #feminismo #absurdo #rol #genero #soyununoalumpaclimatizado,15,379,https://www.youtube.com/watch?v=uG2eY11-Pic,speech,hate
268,El PRESIDENTE argentino Milei PROHÍBE el lenguaje INCLUSIVO | Ac2ality,53,15405,https://www.youtube.com/watch?v=tlsJ5iWstHM,informative,non-hate
269,España es el ejemplo claro de feminismo radical. #feminismo #españa #desigualdad #redpill,43,862,https://www.youtube.com/watch?v=JieqKVw_Qvk,speech,hate
270,El privilegio que tener un hombre así#shorts/Lecciones de mujer💋,21,447,https://www.youtube.com/watch?v=lusZ9jPRTh8,speech,non-hate
271,El Feminismo da Muchísimo Dinero #negocio #feminismo #debate,54,11334,https://www.youtube.com/watch?v=V1FqZmoQTt4,speech,hate
272,“Por el simple hecho de ser mujer” #feminismo #feministas #desigualdad #género #fyp #redpill #8m,35,4586,https://www.youtube.com/watch?v=bYjU7iyqUII,speech,hate
273,Los HOMOSEXUALES pueden ser HETEROS si QUIEREN (todo es mental) ✍🏼 #lgbt #igualdad #brianzaballos,29,1647356,https://www.youtube.com/watch?v=YP9KBch9KOg,debate,hate
274,¿Que es la misoginia y cuáles son sus características? - Las Noticias,223,37199,https://www.youtube.com/watch?v=d7-VGDKDxoM,informative,non-hate
275,¿Las GORDAS os TIRAN para ATRÁS? 🚫 #gordofobia #bodyshaming #bodypositive #igualdad,52,2464786,https://www.youtube.com/watch?v=KVcYt6r3Ows,debate,hate
276,¿Qué es una persona no binarie? #nobinarie #nobinario #nobinaria #rolesdegenero #identidaddegenero,52,525,https://www.youtube.com/watch?v=H9QJPKsNfPE,speech,non-hate
277,Consejos para persones bonitas de la cara. #humor #podcast #comedia #confesiones #confiesa #gorditas,21,2240,https://www.youtube.com/watch?v=-spapLA9Fa4,response,hate
278,Entendiendo que es el #patriarcado para las #feministas y que es en verdad,57,181,https://www.youtube.com/watch?v=N6_4l1Xhv-E,speech,non-hate
279,2 GORDOFÓBICOS DISCUTIENDO #psicologia #worldcast #relaciones #relacionestóxicas #amor #realidad,57,12489,https://www.youtube.com/watch?v=QwBIJYm6rO8,debate,hate
280,GORDOFOBICA busca el amor en una plataforma para el amor | Reacción al video,45,2747,https://www.youtube.com/watch?v=nTrDs1b0R84,debate,hate
281,¿Las personas GORDAS no ENCUENTRAN el AMOR? ✍🏼 #brianzaballos #gimnasio #gordofobia #fitnessespaña,54,207002,https://www.youtube.com/watch?v=yddWmvvLyzg,speech,hate
282,NUEVO PODCAST CON OMMAR SHAWKII #danielcañete #vemarket #masculinidad #despertardelalma #omarshawki,60,3407736,https://www.youtube.com/watch?v=_17xS5eYjBY,response,hate
283,Los estereotipos en la sociedad 🫡.#barranquilla #colombia  #genero #realidad #estigmas #sociedad,60,68,https://www.youtube.com/watch?v=W7uhRJVfORk,interview,non-hate
284,DEBES SABER ESTO de los Principales Estereotipos en el mundo #shorts,57,628,https://www.youtube.com/watch?v=IyfVVn4IVgA,informative,non-hate
285,"MARA JIMÉNEZ ACUSA PÚBLICAMENTE a RESCUEYOU de MACHISTA, HOMÓFOBO y GORDÓFOBO | DoctorFem #shorts",58,401,https://www.youtube.com/watch?v=rvf31AR29yE,speech,hate
286,No binarie y lesbiana🌈 #nobinarie #nonbinary #lesbiana #lesbian #lgbt #shorts #tiktok #viral,34,34,https://www.youtube.com/watch?v=xuNnnn9S-3g,speech,non-hate
287,MASCULINIDAD TOXICA,59,27227,https://www.youtube.com/watch?v=WSHJATzhAYM,interview,non-hate
288,Violencia machista | ¿Sabes detectarla?,51,2262,https://www.youtube.com/watch?v=wRFbMEKJpoo,interview,non-hate
289,Feministes #ideologiadegenero #igualdad #feminismo,36,2386,https://www.youtube.com/watch?v=M3PxZxXz1fI,speech,hate
290,La pregunta machista que hice a Chanel 😰,42,3216270,https://www.youtube.com/watch?v=5uIhqmX515Q,debate,hate
291,¿Relaciones abiertas? #mujeres #parejas #relaciones,52,239558,https://www.youtube.com/watch?v=N06F6NjOGVc,speech,hate
292,#maternidad,52,59286,https://www.youtube.com/watch?v=4nk4dnNFqE4,speech,hate
293,😰😰ESTEREOTIPO de la MASCULINIDAD TÓXICA,50,4895,https://www.youtube.com/watch?v=yGtZLyePTIE,speech,non-hate
294,‼ Ya puedes pedir la baja por regla dolorosa. ¡Te explicamos cómo!,24,542,https://www.youtube.com/watch?v=Vn5mjI3eZ-w,informative,non-hate
295,Revolucionando los roles de género  Deconstruyendo expectativas sobre ser mujer y madre #podcast,37,1061,https://www.youtube.com/watch?v=OgQBul-arfo,speech,non-hate
296,Sobre los roles de géneros #femenismo #gustavobueno #genero,57,565,https://www.youtube.com/watch?v=kiQGRxSql38,debate,hate
297,LA CABEZA DE LA FAMILIA ES #detounchin #bienestarsexual #delunesaviernes,18,241,https://www.youtube.com/watch?v=nuvENKmzgH0,interview,non-hate
298,"""Vístima "" triplemente oprimida 🤣 #podcast #machismo #humor #ideologiadegenero #entrevista #comedia",58,2476,https://www.youtube.com/watch?v=oYpPswPaBWc,debate,hate
299,qué baño uso siendo trans? #trans #mtf #transgenero,39,1536310,https://www.youtube.com/watch?v=derQ-_JLUUI,interview,non-hate
300,Feminismo radical/8m #feminismo  #feminismoradical #radical #mujer #mujeres #shorts #viral #odio #8m,60,568,https://www.youtube.com/watch?v=6GUPfJJV4pY,speech,hate
301,"Chica vs chico, otro pleito de igualdad de género",75,721137,https://www.youtube.com/watch?v=MZ4NVK3y7w4,debate,non-hate
302,Hombre blanco privilegiado.,28,30089,https://www.youtube.com/watch?v=xjK1IHK4izQ,speech,non-hate
303,💜 EMOCIONANTE #DISCURSO de una #víctima de violencia #machista #noticias #españa #shorts #feminismo,57,19537,https://www.youtube.com/watch?v=sc0DG1klVYg,debate,non-hate
304,Cambio de hombre a mujer #igualdad #hombre #feminismo,48,6274,https://www.youtube.com/watch?v=P5zVG_XqKEc,speech,hate
305,🚨La mujer Empoderada NO es como crees🤦‍♂️,33,7542,https://www.youtube.com/watch?v=0FVzcgxrcLs,speech,hate
306,DICE QUE LOS CHICOS NO LA QUIEREN POR SER GORDA 😳,728,82381,https://www.youtube.com/watch?v=CIFqSHI9NmE,speech,hate
307,¿Ser caballeroso es machismo?,43,356,https://www.youtube.com/watch?v=zU8GogK7j9g,debate,hate
308,Se Pone TENSO Cuando Asume Que NO MANTENDRÍA A Una Mujer 😳 #shorts,40,690160,https://www.youtube.com/watch?v=hvf1xrPpjZc,debate,hate
309,Violencia de género #mix #genero #violenciadegenero #feminism #funny #fyp,51,984,https://www.youtube.com/watch?v=WDg_eFurkc8,debate,hate
310,MICROMACHISMO #short,7,5133,https://www.youtube.com/watch?v=F5zqJjjYdKo,speech,hate
311,"""No os vais a hacer ricas vendiendo fotos de pies"" #feminismo #redpill  #mujeresfacturan",29,862807,https://www.youtube.com/watch?v=8R25E6przcI,informative,non-hate
312,"Respondo a TR4NS ""no binarie"" 😵‍💫",57,10981112,https://www.youtube.com/watch?v=fDMbU0mgmVw,response,hate
313,Creciendo en diferentes roles de género Mi lucha por la aceptación y el humor,40,6510,https://www.youtube.com/watch?v=Pr6EQW2mtEI,speech,non-hate
314,Las niñas y adolescentes de hoy pueden ser feministas🤩 #feminismo #parati #youtube #ideas,54,9735,https://www.youtube.com/watch?v=sB7ec2DMIpU,debate,non-hate
315,PODCAST COMPLETO DISPONIBLE #danielcañete #podcast #vemarket #transgenero #perspectivadegénero,17,29791,https://www.youtube.com/watch?v=HTWdMIb7qmQ,speech,hate
316,La tía machista #humor #comedia,39,121819,https://www.youtube.com/watch?v=M3_dhzLsl7s,speech,hate
317,El feminismo es hipocresía pura,29,109546,https://www.youtube.com/watch?v=LlU4fUBAx3Q,interview,hate
318,Desenmascarando el machismo en nuestra sociedad Todos somos responsables #podcast#feminismo#machismo,51,79244,https://www.youtube.com/watch?v=jkNqKc82U4M,interview,hate
319,Cómo me Siento Siendo Hombre Frente a una Mujer: Rompiendo los Estereotipos de Género 💪👩,56,1357,https://www.youtube.com/watch?v=3a9rYkCcX1Y,speech,non-hate
320,#jessicafernandez #masalladelrosa #viral #fyp #maternidad #feminismo #decisionesdifíciles,46,8094,https://www.youtube.com/watch?v=hyDKk-6FFeU,debate,non-hate
321,#OnlineMami habla sobre la discriminación en las fiestas,37,5885,https://www.youtube.com/watch?v=IxSz7nzj1-g,speech,non-hate
322,ESTO le quita el sueño a SOFIA VERGARA en 2024,36,1208430,https://www.youtube.com/watch?v=35qIs5qse0k,interview,non-hate
323,GORDOFOBIA A LAS MUJERES,575,709990,https://www.youtube.com/watch?v=Q7s-07dVHSc,debate,hate
324,¿ES UN HOMBRE O UNA MUJER? 🧐 #shorts #machismo,51,1013,https://www.youtube.com/watch?v=MYcnseoCJmk,speech,non-hate
325,aun queda mucho por cambiar💪🏼 #educación #podcast #roles #literatura #genero,25,14,https://www.youtube.com/watch?v=zZdpFZC797c,interview,non-hate
326,Los celos son cosa del patriarcado,55,3011,https://www.youtube.com/watch?v=tFVu3pnD63w,speech,hate
327,Desmantelando el machismo El sexismo no tiene género #podcast #clips #entrevista #feminismo #genero,59,3824836,https://www.youtube.com/watch?v=o2vOR9KxPWM,interview,hate
328,¿Ser masculino es algo malo? ¿debemos temer nuestra masculinidad? #shorts,57,2485,https://www.youtube.com/watch?v=VMep9DmJDak,speech,non-hate
329,VANDALISMO en EL DIA de LA MUJER♀️ #shorts,28,3567,https://www.youtube.com/watch?v=2tQTPVDomLw,speech,hate
330,Mujer católica no baja de “pir#%” a influencer por su outfit,54,3011421,https://www.youtube.com/watch?v=k0imHLis2_o,report,hate
331,Silvia Abril: “Mientras estés gorda no podrás ser actriz”,52,283198,https://www.youtube.com/watch?v=zU903ay2I_U,speech,non-hate
332,mensaje de #laMars,74,1280,https://www.youtube.com/watch?v=JMeixaBkzmA,speech,hate
333,El feminismo no casa con la religión #redpill #redpillpodcast #feminismo #feminista #feministas,54,756070,https://www.youtube.com/watch?v=g45ldmXij4c,debate,hate
334,33 géneros reconocidos #pedrobuerbaum #genero #sociedad,58,53372,https://www.youtube.com/watch?v=S8li-3VG2bc,speech,hate
335,¿Tienen privilegios los hombres en España? #política #8m #feminismo #patriarcado,40,10254,https://www.youtube.com/watch?v=0Td4pbWUV7o,interview,non-hate
336,#CrónicasVioleta La mejor ración,35,156612,https://www.youtube.com/watch?v=fhrU0zbsZAY,debate,non-hate
337,Chico bueno vs chico malo #casaverde72 #entrevista #feminismo,53,36623,https://www.youtube.com/watch?v=HwT2wnGcrPk,debate,non-hate
338,¿por qué pensáis que tenemos tanto interés en saber el sexo del bebé? #educación #roles #genero,29,4,https://www.youtube.com/watch?v=tQQ-Vt59swk,interview,non-hate
339,Mi madre Luchó por nosotros Sola - Ana Bárbara #shorts #caraacara #anabárbara #mujeresempoderadas,42,1217089,https://www.youtube.com/watch?v=WuUMGY5peX8,interview,non-hate
340,COMO AFECTAN LOS ESTEREOTIPOS FE GÉNERO A LA IDENTIDAD? #géneros,44,54,https://www.youtube.com/watch?v=qVHrSGqYETg,speech,non-hate
341,"chantaje, dadas Liam y cherry #polemica #dalasreview #dalas #Liam #roblox #cherry",28,2368,https://www.youtube.com/watch?v=Oi_3wCbcWoU,speech,hate
342,¿Cuál es la relación entre los estereotipos de género e impunidad? | #Derechoaunclic #estereotipos,56,116,https://www.youtube.com/watch?v=B7efL1L7M1M,speech,non-hate
343,Datos relevantes para el 8M #8m #8marzo #8marzo2024 #díadelamujer #desigualdad #trabajonoremunerado,55,4060,https://www.youtube.com/watch?v=sx30cXMzSKU,debate,non-hate
344,DÍA DEL ORGULLO | La historia de los DERECHOS LGTBI en seis minutos | España,395,55835,https://www.youtube.com/watch?v=yQ_0LV_SVFE,speech,non-hate
345,Verónica Valenzuela: la violencia debe ser combatida sin etiquetas de género ni sexo,60,207,https://www.youtube.com/watch?v=kiNtv_0bAac,speech,hate
346,Los HOMBRES OPRIMEN a las MUJERES 👀🤷🏻‍♂️ #feminismo #shorts #youtubeshorts #viral #viralvideo,36,9451,https://www.youtube.com/watch?v=84AGDqjZFmw,debate,hate
347,¿Padres ausentes o padres migrantes? #podcast #feminismo #ideologiadegenero #opinion,60,13552,https://www.youtube.com/watch?v=MpF6XCzjhBE,speech,hate
348,¿Es necesario el feminismo en 2024?,60,1514,https://www.youtube.com/watch?v=yUaVEaVJ4u8,interview,non-hate
349,Feministas  y Auto descompuesto,17,397,https://www.youtube.com/watch?v=wReRoIKF8ho,speech,hate
350,Trailer de La gran mentira de Llados: capitalismo y masculinidad tóxica,41,9191,https://www.youtube.com/watch?v=80E8uIbeiWM,interview,non-hate
351,#feminismo #feminicida #patriarcado #fyp,41,2378,https://www.youtube.com/watch?v=s-tEt7Ip-5M,debate,non-hate
352,Le puedo gustar a alguien siendo gorda?,37,2077371,https://www.youtube.com/watch?v=R9BibU5C5JY,speech,non-hate
353,Que vas hacer ahora? #irenemontero #Afganistan #politicos #mujeres #derechos  #feministas,16,70845,https://www.youtube.com/watch?v=WY24hDvbXIM,response,hate
354,Las mujeres se sienten más atraídas por hombres que son capaces de protegerlas  #feministas,59,709500,https://www.youtube.com/watch?v=-PQKzpLi70I,response,hate
355,Hay mamás que usan a los hijos de rehén #opinion #violenciavicaria #violenciadegenero #feminismo,60,388,https://www.youtube.com/watch?v=iOMdKVWRfCI,response,hate
356,✨maquillándome con audios misoginos ✨#misoginia #feminismo #machismo #makeup #reels #beautyblogger,14,13320,https://www.youtube.com/watch?v=Yx2_vnaAmQU,speech,hate
357,¿Qué opinas del feminismo? #entrevistas #política #8m #feminismo #patriarcado #machismo #igualdad,59,2743,https://www.youtube.com/watch?v=miFVkA7-7wo,debate,non-hate
358,“Solo Para Hombres” “Sabe  Mucho  y Es Mujer”. Machismo y Micro-machismo 🤷🏻‍♀️😏💜,59,469,https://www.youtube.com/watch?v=jA0DXoBL0CE,speech,non-hate
359,Lenguaje inclusivo 🤷- #shorts #feminismo #lenguajeinclusivo,33,4042,https://www.youtube.com/watch?v=Q_p3Jlky90s,speech,hate
360,Feminismo ridículo🚷🚷#fyp #podcast #feminismo #ministerio #igualdad #gobierno #prostitucion #dinero,30,36,https://www.youtube.com/watch?v=oKVOETaF0Qk,speech,hate
361,NO PUEDE SER ...,58,119,https://www.youtube.com/watch?v=Xwo6lRU_77A,speech,hate
362,Hay animales no binarios #pedrobuerbaum #nobinario #animales,13,24449,https://www.youtube.com/watch?v=DNWgTY9NYrU,debate,non-hate
363,Vox se niega a guardar un minuto de silencio por las víctimas de violencia machista,58,36943,https://www.youtube.com/watch?v=gPTfiubXRvU,speech,non-hate
364,Maneras de romper el pacto patriarcal. | #feminismo #feminista #machismo #patriarcado #mujer #viral,33,794,https://www.youtube.com/watch?v=KVwK6PtXx-I,speech,non-hate
365,Respuesta a feministas que dicen que “sin hombres estaríamos mejor”. #feministas #radfem #redpill,57,1898,https://www.youtube.com/watch?v=9j0Ukar3N1w,speech,hate
366,#feministas #8m#irenemontero #micromachismo,55,1225,https://www.youtube.com/watch?v=_9BuPZvJo2E,debate,hate
367,"Respondo a estos personajes ""no binarios""",38,574255,https://www.youtube.com/watch?v=K0BbT3DozF0,interview,hate
368,Ester Expósito recuerda a las víctimas de violencia machista en su discurso en #GQMOTY,57,6013,https://www.youtube.com/watch?v=p6gxQMW0Bk8,interview,non-hate
369,"Marcela vs DANANN, igualdad de género destruida | Jorge Libertad 🗽",57,2473023,https://www.youtube.com/watch?v=cV1pQZV0uH0,parody,hate
370,Miss Portugal #miss #portugal #concursomiss #missuniverso #trans #transgenero #leytrans #viral,6,3718,https://www.youtube.com/watch?v=A-IJ3yWFAXw,debate,hate
371,Cómo Ser una Mujer Independiente #shorts #caraacara #terapia #girlpower #mujeresempoderadas,30,2281,https://www.youtube.com/watch?v=FPu65yIvSJI,interview,non-hate
372,✨Ciclo de cortos sobre MICROMACHISMOS Y VIOLENCIA NO (TAN) EVIDENTE✨,59,1837,https://www.youtube.com/watch?v=oaTqhCVYTQs,interview,non-hate
